code,points,name,group,subgroup
70413B,19245,"由胸腹部合併進入橫膈赫尼亞之修補 Repair of diaphragmatic hernia, combined thoraco-abdominal approach",第七節,(2)肺單元分葉內之癌症且心肺功能不佳者，不適合肺葉切除術
70414B,18966,良性複雜縱膈腔腫瘤切除(五公分以上) Benign complicated mediastinal mass excision (≧5cm),第七節,(2)肺單元分葉內之癌症且心肺功能不佳者，不適合肺葉切除術
70415B,22069,惡性縱膈腔腫瘤切除 Malignant mediastinal tumor resection,第七節,(2)肺單元分葉內之癌症且心肺功能不佳者，不適合肺葉切除術
70416B,20457,胸腔鏡縱膈腔腫瘤切除術(小於五公分) Thorecoscopic Excision of Mediastinal Tumor (<5cm),第七節,(2)肺單元分葉內之癌症且心肺功能不佳者，不適合肺葉切除術
70417B,23673,胸腔鏡縱膈腔腫瘤切除術(五公分以上) Thorecoscopic Excision of Mediastinal Tumor (≧5cm),第七節,(2)肺單元分葉內之癌症且心肺功能不佳者，不適合肺葉切除術
70418B,18948,腹腔鏡Nissen氏胃摺疊術 Laparoscopic Nissen Fundoplication,第七節,(2)肺單元分葉內之癌症且心肺功能不佳者，不適合肺葉切除術
70419B,9474,Nissen氏胃摺疊術 Nissen Fundoplication,第七節,(2)肺單元分葉內之癌症且心肺功能不佳者，不適合肺葉切除術
70420B,32160,腹腔鏡經由腹腔之橫膈疝氣之修補 Laparoscopic repair of diaphragmatic hernia trans-abdominal,第七節,(2)肺單元分葉內之癌症且心肺功能不佳者，不適合肺葉切除術
71001B,9681,口腔或口咽腫瘤切除 Oral tumor or oropharynx excision,第七節,髖鼠蹊部淋巴根除術
71002C,3643,蝦蟆腫切開術 Incision of ranula,第七節,髖鼠蹊部淋巴根除術
71003C,4508,蝦蟆腫切除術 Excision of ranula,第七節,髖鼠蹊部淋巴根除術
71004B,7624,舌部份／楔狀切除術 Partial/wedge glossectomy,第七節,髖鼠蹊部淋巴根除術
71005C,2855,舌修補術 Repair of tongue injury or wound 註：唇修補(lip repair)比照創傷處置。,第七節,髖鼠蹊部淋巴根除術
71006C,6204,顎扁桃摘出術 Resection of Platine tonsil 註：兩側(bilateral)。,第七節,髖鼠蹊部淋巴根除術
71007C,5170,舌扁桃切除術 Lingual tonsillectomy,第七節,髖鼠蹊部淋巴根除術
71008C,6204,咽扁桃切除術 Adenoid tonsillectomy,第七節,髖鼠蹊部淋巴根除術
71009C,810,冷凍扁桃腺手術 Cryotherapy for tonsillar,第七節,髖鼠蹊部淋巴根除術
71010B,9192,下頷腺切除術 Ablation of submaxillary gland,第七節,髖鼠蹊部淋巴根除術
71011C,1614,口腔黏膜切片 Biopsy of oral mucosa,第七節,髖鼠蹊部淋巴根除術
71012B,28350,口腔或口咽腫瘤切除，並頸淋巴腺根除術 Oral tumor or oropharynx excision with radical neck dissection,第七節,髖鼠蹊部淋巴根除術
71013B,26892,舌癌摘出術，包括淋巴節切除及頸部清除術 Tongue cancer excision with lymphadenectomy & radical neck dissection,第七節,髖鼠蹊部淋巴根除術
71014B,19231,舌骨上區清除術 Suprahyoid dissection,第七節,髖鼠蹊部淋巴根除術
71015B,12150,耳下腺腫瘤切除術 Excision of parotid tumor,第七節,髖鼠蹊部淋巴根除術
71016B,8872,舌半切除術 Hemiglossectomy,第七節,髖鼠蹊部淋巴根除術
71017B,17940,舌全切除術 Total glossectomy,第七節,髖鼠蹊部淋巴根除術
71018B,6043,內上頷動脈結紮 Ligation of internal maxillary artery,第七節,髖鼠蹊部淋巴根除術
71019B,24622,"腮腺切除術，全葉摘除 Parotidectomy, total lobectomy",第七節,髖鼠蹊部淋巴根除術
71020B,21120,"腮腺切除術，切除 Parotidectomy, excision",第七節,髖鼠蹊部淋巴根除術
71021B,20288,口腔底部整體切除術 Commando op.,第七節,髖鼠蹊部淋巴根除術
71022B,24864,口腔複合性切除術 Composite resection for oral cancer,第七節,髖鼠蹊部淋巴根除術
71023B,6822,深頸部切開引流術 Deep neck incision & drainage,第七節,髖鼠蹊部淋巴根除術
71201B,12471,食道肌切開術 Esophageal myomectomy 註：Heller type 為限。,第七節,(2)肺單元分葉內之癌症且心肺功能不佳者，不適合肺葉切除術
71202B,17090,食道憩窒切除術 Excision of esophageal diverticulum,第七節,(2)肺單元分葉內之癌症且心肺功能不佳者，不適合肺葉切除術
71203C,8882,食道內腔置管術 Endoesophageal intubation,第七節,(2)肺單元分葉內之癌症且心肺功能不佳者，不適合肺葉切除術
71204B,27957,食道胃底改道術 Esophagofundostomy bypass,第七節,(2)肺單元分葉內之癌症且心肺功能不佳者，不適合肺葉切除術
71205B,28467,食道胃底吻合術 Esophagofundostomy,第七節,(2)肺單元分葉內之癌症且心肺功能不佳者，不適合肺葉切除術
71206B,28265,食道胃改道術 Esophagogastrostomy bypass,第七節,(2)肺單元分葉內之癌症且心肺功能不佳者，不適合肺葉切除術
71207B,1420,"逆行食道擴張術 Retrograde esophageal dilatation (esophagectasia, retrograde)",第七節,(2)肺單元分葉內之癌症且心肺功能不佳者，不適合肺葉切除術
71208B,11318,食道、胃瘻管縫合術 Esophagogastric fistula closure,第七節,(2)肺單元分葉內之癌症且心肺功能不佳者，不適合肺葉切除術
71209B,48195,食道切除術 Esophagectomy,第七節,(2)肺單元分葉內之癌症且心肺功能不佳者，不適合肺葉切除術
71210B,56646,食道切除再造術 Esophagectomy & reconstruction,第七節,(2)肺單元分葉內之癌症且心肺功能不佳者，不適合肺葉切除術
71211B,15265,食道切開術 Esophagotomy 註：經頸或經胸 transcervicle or transthoracic。,第七節,(2)肺單元分葉內之癌症且心肺功能不佳者，不適合肺葉切除術
71212B,14456,食道瘤及囊腫切除術 Excision of esophageal cyst & tumor,第七節,(2)肺單元分葉內之癌症且心肺功能不佳者，不適合肺葉切除術
71213B,49521,－以胃管重建 with gastric tube,第七節,(2)肺單元分葉內之癌症且心肺功能不佳者，不適合肺葉切除術
71214B,21818,食道裂傷修補術 Repair of esophageal laceration,第七節,(2)肺單元分葉內之癌症且心肺功能不佳者，不適合肺葉切除術
71215B,40769,"一般性食道癌摘除術（含淋巴節清掃） Simple excision of esophageal cancer, with lymphadenectomy 註：癌症病期二期以下（一、二期）為一般性（依病理報告）。",第七節,(2)肺單元分葉內之癌症且心肺功能不佳者，不適合肺葉切除術
71216B,19544,"食道靜脈瘤曲張結紮,經胸或經腹 Ligation of esophageal varices, transthoracic or transabdominal",第七節,(2)肺單元分葉內之癌症且心肺功能不佳者，不適合肺葉切除術
71217B,27219,－經胸 transthoracic,第七節,(2)肺單元分葉內之癌症且心肺功能不佳者，不適合肺葉切除術
71218B,26349,－經腹 transabdominal,第七節,(2)肺單元分葉內之癌症且心肺功能不佳者，不適合肺葉切除術
71219B,10632,胃食道內管留置（胃賁門癌或食道癌） Esophagogastric stent for esophagus or cardia portion cancer,第七節,(2)肺單元分葉內之癌症且心肺功能不佳者，不適合肺葉切除術
71220B,35926,－以大腸重建 with colon,第七節,(2)肺單元分葉內之癌症且心肺功能不佳者，不適合肺葉切除術
71221B,39024,－以小腸重建 with small intestine,第七節,(2)肺單元分葉內之癌症且心肺功能不佳者，不適合肺葉切除術
71222B,57599,"複雜性食道癌摘除術（含淋巴節清掃） Complicated excision of esophageal cancer, with lymphadenectomy 註：癌症病期二級以上（含）為複雜性（依病理報告）。",第七節,(2)肺單元分葉內之癌症且心肺功能不佳者，不適合肺葉切除術
71223B,15266,胸腔鏡食道瘤及囊腫切除術 Thoracoscopic Excision of Esophageal Cyst and Tumor,第七節,(2)肺單元分葉內之癌症且心肺功能不佳者，不適合肺葉切除術
71224B,60155,胸腔鏡食道切除術 Thoracoscopic Esophagectomy,第七節,(2)肺單元分葉內之癌症且心肺功能不佳者，不適合肺葉切除術
71225B,17959,胸腔鏡或腹腔鏡食道肌肉切開術 Thoracoscopic or Laparoscopic Esophagomyotomy(Heller myotomy) 註：Heller type 為限,第七節,(2)肺單元分葉內之癌症且心肺功能不佳者，不適合肺葉切除術
71226B,27515,胸(腹)腔鏡食道憩窒切除術 Thoracoscopic (Laparoscopic) excision of esophageal diverticulum,第七節,(2)肺單元分葉內之癌症且心肺功能不佳者，不適合肺葉切除術
71227B,74282,胸(腹)腔鏡食道胃管重建術 Thoracoscopic (Laparoscopic) esophageal reconstruction with gastric conduit,第七節,(2)肺單元分葉內之癌症且心肺功能不佳者，不適合肺葉切除術
71228B,22546,"腹腔鏡食道靜脈瘤曲張結紮，經胸或經腹 Laparoscopic ligation of esophageal varices, transthoracic or transabdominal",第七節,(2)肺單元分葉內之癌症且心肺功能不佳者，不適合肺葉切除術
71229B,40206,腹腔鏡食道靜脈瘤曲張結紮，脾臟切除併近心端胃血管去除－經 腹 Laparoscopic devascularization procedure- transabdominal,第七節,(2)肺單元分葉內之癌症且心肺功能不佳者，不適合肺葉切除術
72001B,12417,－ 探查性 exploration,第七節,髖鼠蹊部淋巴根除術
72002B,12726,－ 異物移除 removal of foreign body,第七節,髖鼠蹊部淋巴根除術
72003B,7541,"幽門肌肉切開術(Fredet-Ramstedt型手術） Pyloromyotomy, Fredet-Ramstedt",第七節,髖鼠蹊部淋巴根除術
72006B,17749,"胃潰瘍或腫瘤的局部切除 Local excision, ulcer or tumor",第七節,髖鼠蹊部淋巴根除術
72007B,31540,"胃全部切除術 Gastrectomy,total & angreconstruction 註：胃大塊切除術 enblock total gastrectomy 比照申報。",第七節,髖鼠蹊部淋巴根除術
72008B,13716,胃造瘻術及幽門成形術 Gastrostomy & pyloroplasty,第七節,髖鼠蹊部淋巴根除術
72009B,21383,次全或半胃切除術及胃十二指腸吻合術 Subtotal gastrectomy or hemigastrectomy with gastro-duodenostomy －無迷走神經切除 without vagotomy,第七節,髖鼠蹊部淋巴根除術
72010B,20583,"次全或半胃切除術 Gastrectomy,subtotal or hemigastrectomy －伴有迷走神經切除 with vagotomy",第七節,髖鼠蹊部淋巴根除術
72011B,18443,迷走神經切斷術加幽門成形術 Vagotomy and pyloroplasty,第七節,髖鼠蹊部淋巴根除術
72012B,11848,幽門成形術 Pyloroplasty,第七節,髖鼠蹊部淋巴根除術
72013B,11146,胃十二指腸造口吻合術 Gastro-duodenostomy 註：Braum 氏手術比照申報。,第七節,髖鼠蹊部淋巴根除術
72014B,17818,胃空腸造口吻合術 Gastrojejunostomy,第七節,髖鼠蹊部淋巴根除術
72015B,10152,胃小腸造口吻合術 Gastroenterostomy,第七節,髖鼠蹊部淋巴根除術
72016B,18125,胃空腸造口吻合術（伴有迷走神經切斷術） Gastrojejunostomy with vagotomy,第七節,髖鼠蹊部淋巴根除術
72017C,11560,胃造口術 Gastrostomy,第七節,髖鼠蹊部淋巴根除術
72018B,17716,"十二指腸縫合術（十二指腸潰瘍穿孔的縫合） Duodenorrhpahy, suture of perforated ulcer",第七節,髖鼠蹊部淋巴根除術
72019B,17387,"胃縫合術（胃潰瘍穿孔及胃部傷口的縫合） Gastrorrhaphy, suture or repair wound, injury perforated ulcer of stomach",第七節,髖鼠蹊部淋巴根除術
72020B,15839,胃十二指腸造口再修正併或不併迷走神經切除 Revision of gastroduodenostomy with or without vagotomy,第七節,髖鼠蹊部淋巴根除術
72021B,7830,胃切除後因出血而再剖開 Re-exploration for postgastrectomy bleeding,第七節,髖鼠蹊部淋巴根除術
72022C,7591,胃造口閉口 Closure of gastrostomy,第七節,髖鼠蹊部淋巴根除術
72023B,9627,十二指腸造口術 Duodenostomy,第七節,髖鼠蹊部淋巴根除術
72024B,12935,十二指腸腫瘤切除 Excision of duodenum tumor,第七節,髖鼠蹊部淋巴根除術
72025B,8532,十二指腸憩室切除或內翻 Excision or inversion of duodenal diverticulum,第七節,髖鼠蹊部淋巴根除術
72026B,11480,十二指腸瘻管閉合 Closure of duodenal fistula,第七節,髖鼠蹊部淋巴根除術
72027B,10596,十二指腸阻塞 Duodenal obstruction,第七節,髖鼠蹊部淋巴根除術
72028B,11912,高度選擇性迷走神經切斷術 Highly selective vagotomy,第七節,髖鼠蹊部淋巴根除術
72029B,8093,迷走神經切斷術 Vagotomy,第七節,髖鼠蹊部淋巴根除術
72030B,26231,胃賁門及食道切除再造術 Proximal gastrectomy & esophagectomy & reconstruction,第七節,髖鼠蹊部淋巴根除術
72031B,40939,"胃全部切除術併行脾或部份胰切除 Gastrectomy, total, with splenectomy or partital pancreatectomy",第七節,髖鼠蹊部淋巴根除術
72033B,13717,胃空腸造口再修正 Revision of gastrojejunostomy,第七節,髖鼠蹊部淋巴根除術
72034B,11940,"殘留胃竇切除術 Resection of retained antrum, postgastrectomy",第七節,髖鼠蹊部淋巴根除術
72036B,17712,經十二指腸括約肌成形術 Transduodenal sphinteroplasty,第七節,髖鼠蹊部淋巴根除術
72037B,11370,胃折疊術 Plication of stomach,第七節,髖鼠蹊部淋巴根除術
72038B,13068,胃固定術(胃扭結) Gastropexy for gastric volvulus,第七節,髖鼠蹊部淋巴根除術
72039B,14832,消化道華達壺腹切開術 EPT (endoscopic papillectomy),第七節,髖鼠蹊部淋巴根除術
72040B,12810,抗胃食道逆流術 Belsy’s mark iv anti-reflux procedure,第七節,髖鼠蹊部淋巴根除術
72042B,20954,－ 潰瘍縫合及止血 with suture repair of bleeding ulcer,第七節,髖鼠蹊部淋巴根除術
72043B,27798,次全或半胃切除術及胃空腸吻合術 Subtotal gastrectomy or hemigastrectomy with gastrojejunostomy －無迷走神經切除 without vagotomy,第七節,髖鼠蹊部淋巴根除術
72044B,18807,次全或半胃切除術及胃空腸吻合術 Roux-en-Y 型－無迷走神經 切除 Subtotal gastrectomy or hemigastrectomy with Roux-en-Y gastrojejunostomy -without vagotomy,第七節,髖鼠蹊部淋巴根除術
